Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол-во ламп_1;Макс.мощность_1;Тип цоколя_1;Напряжение_1;Кол-во ламп_2;Макс.мощность_2;Тип цоколя_2;Напряжение_2;Кол-во ламп_3;Макс.мощность_3;Тип цоколя_3;Напряжение_3;Количество лампочек (цоколей)_вычисляемое;Общая мощность_вычисляемая;Максимальная мощность 1-ой лампочки_собираемая;Тип цоколя_собираемый;Напряжение_собираемое;Наличие лампочек в комплекте;Степень пыле-влагозащиты (IP);Класс защиты от эл. тока;Вес брутто(кг);Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона/абажура;Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Настольные лампы;86429;Eglo;Австрия;Prince 1;Настольная лампа Eglo Prince 1 86429;1709;0;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;;;;;37;;;;;;выключатель на проводе;никель;белый, алебастр;металл;стекло;;;;;;;;;;;Eglo;;310
Торшеры напольные;86431;Eglo;Австрия;Prince 1;Торшер Eglo Prince 1 86431;3754;0;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;;;;;140;;;;;;ножной выключатель;никель;белый, алебастр;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;86555;Eglo;Австрия;Picaro;Настольная лампа Eglo Picaro 86555;3050;14;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;II;;;;;;;82;;;;;;;хром;;металл;металл;;;;;;;;;;;Eglo;;310
Настольные лампы;86657;Eglo;Австрия;Leon;Настольная лампа Eglo Leon 86657;1010;61;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;;II;;;;;;;25;;;;;;выключатель на проводе;;;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;86714;Eglo;Австрия;Mestre;Настенный светильник Eglo Mestre 86714;1426;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;;II;;;30;;;16;32;;;;;;;;коричневый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;86853;Eglo;Австрия;Aero 1;Настенно-потолочный светильник Eglo Aero 1 86853;3861;0;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;41;41;;;;;;;;;;серый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;86955;Eglo;Австрия;Fox 1;Настольная лампа Eglo Fox 1 86955;1794;0;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;;;;;33;;;;;;;никель, хром;;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;86996;Eglo;Австрия;Nikita;Настенный светильник Eglo Nikita 86996;1418;50;Современный;1;100;R7s;230;;;;;;;;;1;100;100 Вт;R7s;230;да;IP20;I;;;22,5;;;8;12,5;;;;;;;никель;;металл;;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;87019;Eglo;Австрия;Madras;Настенный светильник Eglo Madras 87019;2336;0;Современный;2;50;GU10;230;;;;;;;;;2;100;50 Вт;GU10;230;да;IP20;I;;;7,5;7,5;;;18;;;;;;;алюминий;алюминий;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Встраиваемые;87028;Eglo;Австрия;Glenn;Встраиваемый светильник Eglo Glenn 87028;1520;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;20;10;;;8,2;;;8,5;18,2x8,8;;;серебряный;белый;металл;стекло;;;;;;;да;;;;Eglo;;310
Светильники>>Встраиваемые;87029;Eglo;Австрия;Glenn;Встраиваемый светильник Eglo Glenn 87029;2030;4;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;20;20;;;9,8;;;10;18,2x18,2;;;серебряный;белый;металл;стекло;;;;;;;да;;;;Eglo;;310
Светильники>>Настенно-потолочные;87083;Eglo;Австрия;Dakar;Настенно-потолочный светильник Eglo Dakar 87083;3562;140;Современный;5;40;E14;230;;;;;;;;;5;200;40 Вт;E14;230;;IP20;I;;;;;47;;;;;;;;;коричневый;желтый, алебастр;металл;стекло;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;87306;Eglo;Австрия;Santiago 1;Настенно-потолочный светильник Eglo Santiago 1 87306;1620;34;Современный;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP20;I;;;29;;;6,5;29;;;;;;;серебряный;разноцветный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;87327;Eglo;Австрия;Ono;Настенный светильник Eglo Ono 87327;1826;43;Современный;2;50;GU10;230;;;;;;;;;2;100;50 Вт;GU10;230;да;IP20;I;;;;;6,5;9;17,6;;;;;;;алюминий;алюминий;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;87356;Eglo;Австрия;Jolly;Настенно-потолочный светильник Eglo Jolly 87356;3050;3;Современный;4;50;GU10;230;;;;;;;;;4;200;50 Вт;GU10;230;да;IP20;I;;;64,5;;;;;;;;;;;разноцветный;цветной рисунок;металл;;;;;;да;;;;;;Eglo;;310
Светильники>>Встраиваемые;87374;Eglo;Австрия;Einbauspot;Встраиваемый светильник Eglo Einbauspot 87374;355;53;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;II;;;;;8,5;;;;;0,7;6,8;;;хром;;металл;металл;;;;;;;да;да;;;Eglo;;310
Настольные лампы;87688;Eglo;Австрия;Bastia;Настольная лампа Eglo Bastia 87688;4070;11;Современный;1;100;R7s;230;;;;;;;;;1;100;100 Вт;R7s;230;да;IP20;I;;;25;;;;45;;;;;;диммер;никель;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;87689;Eglo;Австрия;Bastia;Настольная лампа Eglo Bastia 87689;4070;25;Современный;1;100;R7s;230;;;;;;;;;1;100;100 Вт;R7s;230;да;IP20;I;;;25;;;;45;;;;;;диммер;никель;;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;87793;Eglo;Австрия;Pascal 1;Настенный светильник Eglo Pascal 1 87793;2132;319;Современный;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;I;;;18;;;12;48;;;;;;;коричневый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;87794;Eglo;Австрия;Pascal 1;Настенный светильник Eglo Pascal 1 87794;3562;60;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;22;;;15;70;;;;;;;коричневый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Люстры>>Потолочные;87973;Eglo;Австрия;Samanta;Потолочная люстра Eglo Samanta 87973;3292;0;Современный;3;9;E14;230;;;;;;;;;3;27;9 Вт;E14;230;да;IP20;I;;;;;78;;37;;;;;;;никель;белый, неокрашенный;металл;стекло;;;;;;;;да;;;Eglo;;310
Люстры>>Потолочные;87974;Eglo;Австрия;Samanta;Потолочная люстра Eglo Samanta 87974;6915;0;Современный;5;9;E14;230;;;;;;;;;5;45;9 Вт;E14;230;да;IP20;I;;;;;82;;50;;;;;;;никель;белый, неокрашенный;металл;стекло;;;;;;;;да;;;Eglo;;310
Люстры>>Подвесные;87976;Eglo;Австрия;Samanta;Подвесная люстра Eglo Samanta 87976;8002;0;Современный;8;9;E14;230;;;;;;;;;8;72;9 Вт;E14;230;да;IP20;I;;;104;;;;110;;;;;;регулировка по высоте;никель;белый, неокрашенный;металл;стекло;;;;;;;;да;;;Eglo;;310
Люстры>>Потолочные;87979;Eglo;Австрия;Samanta;Потолочная люстра Eglo Samanta 87979;12681;0;Современный;8;9;E14;230;;;;;;;;;8;72;9 Вт;E14;230;да;IP20;I;;;112,5;45,5;;;25;;;;;;;никель;белый, неокрашенный;металл;стекло;;;;;;;;да;;;Eglo;;310
Светильники>>Настенно-потолочные;88046;Eglo;Австрия;Newton;Настенно-потолочный светильник Eglo Newton 88046;4296;1;Современный;4;40;G9;230;;;;;;;;;4;160;40 Вт;G9;230;да;IP20;I;;;29,5;29,5;;;;;;;;;;никель;белый;металл;стекло;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;88401;Eglo;Австрия;Taya;Настенно-потолочный светильник Eglo Taya 88401;3254;100;Современный;3;50;GU10;230;;;;;;;;;3;150;50 Вт;GU10;230;да;IP20;I;;;29,5;25,5;;;;;;;;;;никель; цветной рисунок;металл;;;;;;да;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;88403;Eglo;Австрия;Taya;Настенно-потолочный светильник Eglo Taya 88403;806;169;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;25;;;;;;;;;белый;белый с цветным рисунком;металл;стекло;;;;;да;;;;;;Eglo;;310
Бра настенные;88503;Eglo;Австрия;Genua;Бра Eglo Genua 88503;2601;0;Классика;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;I;;;17;;;23,5;28;;;;;;шнуровой выключатель;коричневый, золотой;желтый, прозрачный;металл;стекло, хрусталь;;;;;;;;;;;Eglo;;310
Настольные лампы;88505;Eglo;Австрия;Blob 1;Настольная лампа Eglo Blob 1 88505;1214;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;10,5;;27;;;;;;выключатель на проводе;;белый полосатый;;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;88506;Eglo;Австрия;Blob 1;Настольная лампа Eglo Blob 1 88506;1214;22;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;10,5;;27;;;;;;выключатель на проводе;;оранжевый полосатый;;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;88507;Eglo;Австрия;Blob 1;Настольная лампа Eglo Blob 1 88507;1586;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;10,5;;27;;;;;;выключатель на проводе;;коричневый полосатый;;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Для кухни;88516;Eglo;Австрия;Tricala 1;Светильник для кухни Eglo Tricala 1 88516;3562;37;Современный;1;8;G5;230;;;;;;;;;1;8;8 Вт;G5;230;да;IP20;I;;;36;;;7,5;4;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;88706;Eglo;Австрия;Brown Sugar;Настенный светильник Eglo Brown Sugar 88706;1316;3;Современный;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;I;;;18;;;;30;;;;;;;никель;коричневый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Торшеры напольные;88708;Eglo;Австрия;Brown Sugar;Торшер Eglo Brown Sugar 88708;3562;3;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;10,5;;153;;;;;;ножной выключатель;никель;коричневый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Уличные светильники>>Настенные;88714;Eglo;Австрия;Riga;Уличный настенный светильник EgloRiga 88714;1537;0;Современный;2;50;GU10;230;;;;;;;;;2;100;50 Вт;GU10;230;да;IP44;I;;;;6,5;;9,3;20;;;;;;;коричневый;коричневый;металл;металл;;;;;;;;;;;Eglo;;310
Люстры>>Потолочные;88732;Eglo;Австрия;Camaro 1;Потолочная люстра Eglo Camaro 1 88732;11041;0;Современный;1;32;G10q;230;;;;;;;;;1;32;32 Вт;G10q;230;да;IP20;I;;;;;35;;23,5;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Бра настенные;88826;Eglo;Австрия;Troya;Бра Eglo Troya 88826;1452;0;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;I;;;11,5;;;14,7;19;;;;;;;коричневый;красный, черный, коричневый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88829;Eglo;Австрия;Ringo;Подвесной светильник Eglo Ringo 88829;5619;0;Современный;1;40;2GX13;230;;;;;;;;;1;40;40 Вт;2GX13;230;да;IP20;I;;;;;370;;110;;;;;;регулировка по высоте;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Встраиваемые;88942;Eglo;Австрия;Aron;Встраиваемый светильник Eglo Aron 88942 со светодиодами;3292;0;Современный;1;1;GU10;230;;;;;;;;;1;1;1 Вт;GU10;230;да;IP20;II;;;;;8,5;;;;;;6;;;никель;;металл;металл;;;;;;да;да;;;3 шт. в комплекте;Eglo;;310
Светильники>>Встраиваемые;88945;Eglo;Австрия;Aron;Встраиваемый светодиодный светильник Eglo Aron 88945;3412;0;Современный;1;1;LED;230;;;;;;;;;1;1;1 Вт;LED;230;да;IP20;III;;;;;8;;1,1;;;;3,5;;;никель;неокрашенный;металл;металл;;;;;;да;да;;;3 шт. в комплекте;Eglo;;310
Светильники>>Настенно-потолочные;88973;Eglo;Австрия;Junior 2;Настенно-потолочный светильник Eglo Junior 2 88973;1826;1;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;;;39,5;;;;;;;;;белый;белый с цветным рисунком;пластмасса;стекло;;;;;да;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;88994;Eglo;Австрия;Viki;Настенно-потолочный светильник Eglo Viki 88994;4070;107;Современный;3;9;E14;230;;;;;;;;;3;27;9 Вт;E14;230;да;IP20;I;;;;;25;;33;;;;;;;разноцветный;белый;металл;стекло;;;;;да;;;;;;Eglo;;310
Светильники>>Настенные;88995;Eglo;Австрия;Siro;Настенный светильник Eglo Siro 88995;1826;0;Современный;1;9;E14;230;;;;;;;;;1;9;9 Вт;E14;230;да;IP20;I;;;14,5;;;;;;;;;;выключатель на проводе;разноцветный;белый;металл, дерево;стекло;;;;;да;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89014;Eglo;Австрия;Psi 1;Настенно-потолочный светильник Eglo Psi 1 89014;4017;0;Современный;1;13;G5;230;;;;;;;;;1;13;13 Вт;G5;230;да;IP20;I;;;;;;6,5;61;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Бра настенные;89057;Eglo;Австрия;Alamo;Бра Eglo Alamo 89057;1316;25;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;;;9,7;;;;;;;;шнуровой выключатель;коричневый;бежевый;металл;стекло;;;да;;;;;да;;;Eglo;;310
Светильники>>Подвесные;89063;Eglo;Австрия;Rebell;Подвесной хрустальный светильник Eglo Rebell 89063;8998;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;40;;110;;;;;;;алюминий;неокрашенный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89077;Eglo;Австрия;Loke;Настенно-потолочный светильник Eglo Loke 89077;3562;33;Современный;3;35;GU10;230;;;;;;;;;3;105;35 Вт;GU10;230;да;IP20;I;;;36;14;;7,5;;;;;;;;алюминий, хром, черный;;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Подвесные;89113;Eglo;Австрия;Almera;Подвесной светильник Eglo Almera 89113;5090;58;Современный;4;40;E14;230;;;;;;;;;4;160;40 Вт;E14;230;;IP20;I;;;68,5;;;;110;;;;;;регулировка по высоте;коричневый;желтый, коричневый;металл;металл, стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89135;Eglo;Австрия;Beluga;Настенный светильник Eglo Beluga 89135;1520;2;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;26;;;13;32,5;;;;;;;коричневый;желтый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89205;Eglo;Австрия;Drifter;Подвесной хрустальный светильник Eglo Drifter 89205;15188;11;Современный;6;40;G9;230;;;;;;;;;6;240;40 Вт;G9;230;да;IP20;I;;;;;41;;110;;;;;;;хром;прозрачный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Для кухни;89227;Eglo;Австрия;Tricala;Светильник для кухни Eglo Tricala 89227;4944;23;Современный;3;20;G4;12;;;;;;;;;3;60;20 Вт;G4;12;да;IP20;I;;;60;;;;14;;;;;;;алюминий;;металл;;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89239;Eglo;Австрия;Mars 1;Настенно-потолочный светильник Eglo Mars 1 89239;500;44;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;24,5;;;;;;;;;серебряный;белый с рисунком;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89241;Eglo;Австрия;Mars 1;Настенно-потолочный светильник Eglo Mars 1 89241;515;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;24,5;;;;;;;;;серебряный;цветной рисунок;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89246;Eglo;Австрия;Milla 3;Настенно-потолочный светильник Eglo Milla 3 89246;1914;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;34;;;95;34;;;;;;;серебряный;белый с черным рисунком;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89248;Eglo;Австрия;Mars 1;Настенно-потолочный светильник Eglo Mars 1 89248;500;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;24,5;;;;;;;;;серебряный;белый, серебряный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89253;Eglo;Австрия;Giron;Настенно-потолочный светильник Eglo Giron 89253;4784;13;Современный;1;55;2G13;230;;;;;;;;;1;55;55 Вт;2G13;230;да;;I;;;;;48;12;;;;;;;;;белый;;;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89254;Eglo;Австрия;Giron;Настенно-потолочный светильник Eglo Giron 89254;2438;46;Современный;1;22;2G13;230;;;;;;;;;1;22;22 Вт;2G13;230;да;;I;;;28;28;;7;;;;;;;;;белый;;;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89255;Eglo;Австрия;Giron;Настенно-потолочный светильник Eglo Giron 89255;3662;0;Современный;1;40;2G13;230;;;;;;;;;1;40;40 Вт;2G13;230;да;;I;;;37,5;37,5;;7;;;;;;;;;белый;;;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89256;Eglo;Австрия;Giron;Настенно-потолочный светильник Eglo Giron 89256;4784;7;Современный;1;55;2G15;230;;;;;;;;;1;55;55 Вт;2G15;230;да;;I;;;51,5;51,5;;8;;;;;;;;;белый;;;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89327;Eglo;Австрия;Sevo;Настенно-потолочный светильник Eglo Sevo 89327;1520;18;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;11;11;;;;;;;;;;алюминий, хром;;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;89329;Eglo;Австрия;Sevo;Настенно-потолочный светильник Eglo Sevo 89329;6110;26;Современный;4;40;G9;230;;;;;;;;;4;160;40 Вт;G9;230;да;IP20;I;;;26;24;;;;;;;;;;алюминий, хром;;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;89331;Eglo;Австрия;Sevo;Настенно-потолочный светильник Eglo Sevo 89331;5602;3;Современный;3;40;G9;230;;;;;;;;;3;120;40 Вт;G9;230;да;IP20;I;;;75;12;;;;;;;;;;алюминий, хром;;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Встраиваемые;89338;Eglo;Австрия;Poli;Встраиваемый светильник Eglo Poli 89338;1214;0;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;II;;;;;10;7,5;10;;;0,6;8;;;белый;белый;металл;металл;;;;;;;да;;;;Eglo;;310
Настольные лампы;89345;Eglo;Австрия;Cavo;Настольная лампа Eglo Cavo 89345;3849;1;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;II;;;;36;;;40;;;;;;сенсорный выключатель;алюминий, хром;;металл;металл;;;;;;;;;;;Eglo;;310
Настольные лампы;89346;Eglo;Австрия;Cavo;Настольная лампа Eglo Cavo 89346;3762;0;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;II;;;;36;;;40;;;;;;сенсорный выключатель;хром, черный;черный;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Потолочные;89441;Eglo;Австрия;Saturnia;Потолочный светильник Eglo Saturnia 89441;7366;0;Современный;3;60;E27;230;;;;;;;;;3;180;60 Вт;E27;230;;IP20;I;;;;;51;14,5;;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Бра настенные;89456;Eglo;Австрия;Santander;Бра Eglo Santander 89456;3050;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;24,5;;;60,5;29;;;;;;сенсорный выключатель;никель;бежевый;металл;текстиль;;;;;;;;;;;Eglo;;310
Настольные лампы;89457;Eglo;Австрия;Santander;Настольная лампа Eglo Santander 89457;3764;30;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;;;24,5;;51,5;;;;;;сенсорный выключатель;никель;бежевый;металл;текстиль;;;;;;;;;;;Eglo;;310
Торшеры напольные;89458;Eglo;Австрия;Santander;Торшер Eglo Santander 89458;6416;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;30;;155;;;;;;сенсорный выключатель;никель;бежевый;металл;текстиль;;;;;;;;;;;Eglo;;310
Настольные лампы;89461;Eglo;Австрия;Santander;Настольная лампа Eglo Santander 89461;3308;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;;;24,5;;51,5;;;;;;сенсорный выключатель;латунь;бежевый;металл;текстиль;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89466;Eglo;Австрия;Girasole 1;Настенно-потолочный светильник Eglo Girasole 1 89466;1724;141;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;38;8;;;;;;;;черный;красный, оранжевый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89501;Eglo;Австрия;Zeles 1;Подвесной светильник Eglo Zeles 1 89501;5126;0;Современный;1;50;GY6,35;12;;;;;;;;;1;50;50 Вт;GY6,35;230;да;IP20;II;;;;;21,5;;110;;;;;;регулировка по высоте;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89625;Eglo;Австрия;Nimes;Настенный светильник Eglo Nimes 89625;1489;4;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP44;I;;;7;;;17,5;21,5;;;;;;;хром;;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;89643;Eglo;Австрия;Kreta;Настольная лампа Eglo Kreta 89643;3871;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;;;25;;45;;;;;;выключатель на проводе;коричневый, желтый;белый;металл, стекло;текстиль;;;;;;;;;;;Eglo;;310
Подсветки для картин;89647;Eglo;Австрия;Granada 1;Подсветка картин и зеркал Eglo Granada 1 89647;2540;0;Современный;1;100;R7s;230;;;;;;;;;1;100;100 Вт;R7s;230;да;IP20;I;;;;34;;13,5;15;;;;;;;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89648;Eglo;Австрия;Madai;Подвесной светильник Eglo Madai 89648;6673;2;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;38;;120;;;;;;регулировка по высоте, диммер;коричневый;бежевый, алебастр;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89649;Eglo;Австрия;Madai;Подвесной светильник Eglo Madai 89649;9274;0;Современный;3;60;E27;230;;;;;;;;;3;180;60 Вт;E27;230;;IP20;I;;;86;23;;;120;;;;;;регулировка по высоте, диммер;коричневый;бежевый, алебастр;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89651;Eglo;Австрия;Madai;Подвесной светильник Eglo Madai 89651;8157;0;Современный;4;60;E27;230;;;;;;;;;4;240;60 Вт;E27;230;;IP20;I;;;117,5;23;;;120;;;;;;регулировка по высоте, диммер;коричневый;бежевый, алебастр;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89669;Eglo;Австрия;Bari 1;Настенный светильник Eglo Bari 1 89669;1396;1;Современный;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP20;I;;;35;6;;8,5;;;;;;;;белый;неокрашенный;пластмасса;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89671;Eglo;Австрия;Bari 1;Настенный светильник Eglo Bari 1 89671;1460;3;Современный;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP20;II;;;31,5;6;;8,5;;;;;;;;белый;неокрашенный;пластмасса;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89672;Eglo;Австрия;Bari 1;Настенный светильник Eglo Bari 1 89672;1409;8;Современный;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP20;I;;;35;6;;8,5;;;;;;;;белый;неокрашенный;пластмасса;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89673;Eglo;Австрия;Bari 1;Настенный светильник Eglo Bari 1 89673;1175;1;Современный;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP20;II;;;31,5;6;;8,5;;;;;;;;белый;неокрашенный;пластмасса;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89674;Eglo;Австрия;Bari 1;Настенный светильник Eglo Bari 1 89674;1199;0;Современный;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP20;I;;;35;6;;8,5;;;;;;;;белый;белый, алебастр;пластмасса;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89675;Eglo;Австрия;Bari 1;Настенный светильник Eglo Bari 1 89675;1207;0;Современный;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP20;II;;;31,5;6;;8,5;;;;;;;;белый;белый, алебастр;пластмасса;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89684;Eglo;Австрия;Lara;Настенный светильник Eglo Lara 89684;2349;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;28;;;8,5;29;;;;;;;хром;цветной рисунок;металл;стекло;;;;;;;;;;;Eglo;;310
Торшеры напольные;89711;Eglo;Австрия;Galaxy 2;Торшер Eglo Galaxy 2 89711;8590;1;Современный;1;55;2G11;230;;;;;;;;;1;55;55 Вт;2G11;230;да;IP20;I;;;62;;;;172;;;;;;;алюминий, хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Люстры>>Потолочные;89719;Eglo;Австрия;Mara 1;Потолочная люстра Eglo Mara 1 89719;4580;1;Классика;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;;;45;18,5;;;;;;;;черный;белый, алебастр;металл;стекло;;;;;;;да;;;;Eglo;;310
