Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол-во ламп_1;Макс.мощность_1;Тип цоколя_1;Напряжение_1;Кол-во ламп_2;Макс.мощность_2;Тип цоколя_2;Напряжение_2;Кол-во ламп_3;Макс.мощность_3;Тип цоколя_3;Напряжение_3;Количество лампочек (цоколей)_вычисляемое;Общая мощность_вычисляемая;Максимальная мощность 1-ой лампочки_собираемая;Тип цоколя_собираемый;Напряжение_собираемое;Наличие лампочек в комплекте;Степень пыле-влагозащиты (IP);Класс защиты от эл. тока;Вес брутто(кг);Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона/абажура;Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Светильники>>Настенные;83204;Eglo;Австрия;Troy 1;Настенный светильник Eglo Troy 1 83204;1010;67;Современный;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;I;;;18;;;;30;;;;;;;никель;красный, оранжевый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;83205;Eglo;Австрия;Troy 1;Настольная лампа Eglo Troy 1 83205;1771;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;10,5;;46;;;;;;выключатель на проводе;никель;красный, оранжевый;металл;стекло;;;;;;;;;;;Eglo;;310
Торшеры напольные;83206;Eglo;Австрия;Troy 1;Торшер Eglo Troy 1 83206;2540;34;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;10,5;;153;;;;;;ножной выключатель;никель;красный, оранжевый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83241;Eglo;Австрия;Aero;Настенно-потолочный светильник Eglo Aero 83241;1214;27;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;24;;;;24;;;;;;;серый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83242;Eglo;Австрия;Aero;Настенно-потолочный светильник Eglo Aero 83242;1520;26;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;33,5;;;;33,5;;;;;;;серый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83243;Eglo;Австрия;Aero;Настенно-потолочный светильник Eglo Aero 83243;2540;16;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;41;;;;41;;;;;;;серый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83244;Eglo;Австрия;Aero;Настенно-потолочный светильник Eglo Aero 83244;3562;27;Современный;4;60;E27;230;;;;;;;;;4;240;60 Вт;E27;230;;IP20;I;;;51;;;;51;;;;;;;серый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83264;Eglo;Австрия;Plato;Настенно-потолочный светильник Eglo Plato 83264;1143;0;Классика;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;31,5;10;;;;;;;;коричневый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Уличные светильники>>Настенные;83278;Eglo;Австрия;Helsinki;Уличный настенный светильник Eglo Helsinki 83278;1214;104;Современный;1;15;E27;230;;;;;;;;;1;15;15 Вт;E27;230;;IP44;I;;;;;7,5;16,5;39;;;;;;сенсорный выключатель;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Уличные фонари;83279;Eglo;Австрия;Helsinki;Уличный наземный светильник Eglo Helsinki 83279;1520;38;Современный;1;15;E27;230;;;;;;;;;1;15;15 Вт;E27;230;;IP44;I;;;;;7,5;;43;;;;;;сенсорный выключатель;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Уличные фонари;83281;Eglo;Австрия;Helsinki;Уличный наземный светильник Eglo Helsinki 83281;2438;0;Современный;1;15;E27;230;;;;;;;;;1;15;15 Вт;E27;230;;IP44;I;;;;;7,5;;110;;;;;;сенсорный выключатель;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83301;Eglo;Австрия;Fondo;Настенно-потолочный светильник Eglo Fondo 83301;3361;1;Современный;2;60;G9;230;;;;;;;;;2;120;60 Вт;G9;230;да;IP20;I;;;57;11,5;;;;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83303;Eglo;Австрия;Fondo;Настенно-потолочный светильник Eglo Fondo 83303;5882;0;Современный;4;60;G9;230;;;;;;;;;4;240;60 Вт;G9;230;да;IP20;I;;;109;11,5;;;;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83304;Eglo;Австрия;Fondo;Настенно-потолочный светильник Eglo Fondo 83304;5616;0;Современный;6;60;G9;230;;;;;;;;;6;360;60 Вт;G9;230;да;IP20;I;;;182;11,5;;;;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;83374;Eglo;Австрия;Blob;Настольная лампа Eglo Blob 83374;1010;110;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;10,5;;27;;;;;;выключатель на проводе;;красный, оранжевый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;83375;Eglo;Австрия;Blob;Настольная лампа Eglo Blob 83375;1050;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;10,5;;27;;;;;;выключатель на проводе;;оранжевый, зеленый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83404;Eglo;Австрия;Ella;Настенно-потолочный светильник Eglo Ella 83404;2540;55;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;;;35;12,7;;;;;;;;серый;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83405;Eglo;Австрия;Zola;Настенно-потолочный светильник Eglo Zola 83405;2540;1;Современный;3;40;E14;230;;;;;;;;;3;120;40 Вт;E14;230;;IP20;I;;;57;8;;;;;;;;;;белый;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83406;Eglo;Австрия;Zola;Настенно-потолочный светильник Eglo Zola 83406;1826;8;Современный;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP20;I;;;39;8;;;;;;;;;;белый;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83407;Eglo;Австрия;Zola;Настенно-потолочный светильник Eglo Zola 83407;1418;1;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;I;;;28;8;;;;;;;;;;белый;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83554;Eglo;Австрия;Bloc;Настенно-потолочный светильник Eglo Bloc 83554;1520;1;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;15;15;;;9,5;;;;;;;никель;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;83579;Eglo;Австрия;Susi;Подвесной светильник Eglo Susi 83579;2540;43;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;33;30,4;;;110;;;;;;;разноцветный;разноцветный;металл, дерево;дерево;;;;;да;;;;;;Eglo;;310
Светильники>>Настенные;83731;Eglo;Австрия;Kio;Настенный светильник Eglo Kio 83731;1520;1;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;5;;;7,5;18,5;;;;;;;хром;белый, прозрачный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83732;Eglo;Австрия;Kio;Настенно-потолочный светильник Eglo Kio 83732;2030;1;Современный;2;40;G9;230;;;;;;;;;2;80;40 Вт;G9;230;да;IP20;I;;;5;;;7,5;;;;;;;;хром;белый, прозрачный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;83734;Eglo;Австрия;Kio;Настенно-потолочный светильник Eglo Kio 83734;3151;189;Современный;4;40;G9;230;;;;;;;;;4;160;40 Вт;G9;230;да;IP20;I;;;30;14;;;7,5;;;;;;;хром;белый, прозрачный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Встраиваемые;83795;Eglo;Австрия;Spike 1;Встраиваемый светильник Eglo Spike 1 83795;1010;3;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;8;8;;;8,5;;;;6,8;;;никель;прозрачный;металл;хрусталь;;;;;;;да;;;;Eglo;;310
Светильники>>Встраиваемые;83796;Eglo;Австрия;Spike 1;Встраиваемый светильник Eglo Spike 1 83796;1439;0;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;8;8;;;8,5;;;;6,8;;;никель;прозрачный;металл;хрусталь;;;;;;;да;;;;Eglo;;310
Настольные лампы;83829;Eglo;Австрия;Leon 1;Настольная лампа Eglo Leon 1 83829;1520;2;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;II;;;;;;;41;;;;;;выключатель на проводе;хром, серебряный;;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;83888;Eglo;Австрия;Sintra;Настенный светильник Eglo Sintra 83888;3356;219;Современный;2;40;G9;230;;;;;;;;;2;80;40 Вт;G9;230;да;IP20;I;;;39;;;10;11;;;;;;;хром;прозрачный;металл;хрусталь;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;83889;Eglo;Австрия;Sintra;Настенный светильник Eglo Sintra 83889;2642;1;Современный;2;40;G9;230;;;;;;;;;2;80;40 Вт;G9;230;да;IP20;I;;;6;;;9,5;18;;;;;;;хром;прозрачный;металл;хрусталь;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;83891;Eglo;Австрия;Sintra;Настенный светильник Eglo Sintra 83891;1928;6;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;6;;;9,5;14;;;;;;;хром;прозрачный;металл;хрусталь;;;;;;;;;;;Eglo;;310
Уличные светильники>>Настенные;83966;Eglo;Австрия;Sydney;Уличный настенный светильник Eglo Sydney 83966;2407;2;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP44;I;;;;;27,5;32,5;37,5;;;;;;;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Уличные фонари;83968;Eglo;Австрия;Sydney;Уличный фонарь Eglo Sydney 83968;2808;3;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP44;I;;;;35;;;62;;;;;;;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;83137;Eglo;Австрия;Antica;Настольная лампа Eglo Antica 83137;2030;23;Классика;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;II;;;;;21;;38,6;;;;;;выключатель на проводе;коричневый;белый;металл;текстиль;;;;;;;;;;;Eglo;;310
Уличные фонари;83971;Eglo;Австрия;Sydney;Уличный фонарь Eglo Sydney 83971;9629;11;Современный;3;60;E27;230;;;;;;;;;3;180;60 Вт;E27;230;;IP44;I;;;;;60;;220;;;;;;;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Уличные светильники>>Настенные;83998;Eglo;Австрия;Riga;Уличный настенный светильник Eglo Riga 83998;1010;3;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP44;I;;;;6,5;;9,3;14;;;;;;;хром;;металл;металл;;;;;;;;;;;Eglo;;310
Уличные светильники>>Настенные;83999;Eglo;Австрия;Riga;Уличный настенный светильник Eglo Riga 83999;983;171;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP44;I;;;;6,5;;9,3;14;;;;;;;черный;черный;металл;металл;;;;;;;;;;;Eglo;;310
Уличные светильники>>Настенные;84002;Eglo;Австрия;Riga;Уличный настенный светильник Eglo Riga 84002;1520;0;Современный;2;50;GU10;230;;;;;;;;;2;100;50 Вт;GU10;230;да;IP44;I;;;;6,5;;9,3;20;;;;;;;хром;;металл;металл;;;;;;;;;;;Eglo;;310
Уличные светильники>>Настенные;84003;Eglo;Австрия;Riga;Уличный настенный светильник Eglo Riga 84003;1418;29;Современный;2;50;GU10;230;;;;;;;;;2;100;50 Вт;GU10;230;да;IP44;I;;;;6,5;;9,3;20;;;;;;;черный;черный;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;84026;Eglo;Австрия;Grafik;Настенно-потолочный светильник Eglo Grafik 84026;1306;5;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;28;;;;29;;;;;;;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;84088;Eglo;Австрия;Tanga;Подвесной светильник Eglo Tanga 84088;1732;0;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;9,7;9,7;;;11;;;;;;;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;84089;Eglo;Австрия;Tanga;Подвесной светильник Eglo Tanga 84089;5651;4;Современный;3;40;G9;230;;;;;;;;;3;120;40 Вт;G9;230;да;IP20;I;;;46,5;7;;;110;;;;;;;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;84091;Eglo;Австрия;Tanga;Подвесной светильник Eglo Tanga 84091;7825;0;Современный;5;40;G9;230;;;;;;;;;5;200;40 Вт;G9;230;да;IP20;I;;;73,5;7;;;110;;;;;;;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
