Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол-во ламп_1;Макс.мощность_1;Тип цоколя_1;Напряжение_1;Кол-во ламп_2;Макс.мощность_2;Тип цоколя_2;Напряжение_2;Кол-во ламп_3;Макс.мощность_3;Тип цоколя_3;Напряжение_3;Количество лампочек (цоколей)_вычисляемое;Общая мощность_вычисляемая;Максимальная мощность 1-ой лампочки_собираемая;Тип цоколя_собираемый;Напряжение_собираемое;Наличие лампочек в комплекте;Степень пыле-влагозащиты (IP);Класс защиты от эл. тока;Вес брутто(кг);Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона/абажура;Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Бра настенные;A3455AP-1AB;ArteLamp;Италия;RETRO;Бра ArteLamp RETRO A3455AP-1AB;1720;2;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;33;;40;30;;;;;;;античная бронза;белый матовый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A3455LM-3AB;ArteLamp;Италия;RETRO;Подвесная люстра ArteLamp RETRO A3455LM-3AB;8330;19;Классика;3;40;E27;;;;;;;;;;3;120;40 Вт;E27;;;;;;;;;63;;70;;;;;;;античная бронза;белый матовый;;;;;;;;;;;;"крепление ""под крюк"" с дополнительной скобой в комплекте, длина цепи 60 см";ArteLamp;;140
Люстры>>Подвесные;A3455LM-5AB;ArteLamp;Италия;RETRO;Подвесная люстра ArteLamp RETRO A3455LM-5AB;11470;2;Классика;5;40;E27;;;;;;;;;;5;200;40 Вт;E27;;;;;;;;;88;;70;;;;;;раздельное включение рожков;античная бронза;белый матовый;;;;;;;;;;;;"крепление ""под крюк"" с дополнительной скобой в комплекте, длина цепи 60 см";ArteLamp;;140
Светильники>>Подвесные;A3638SP-1SS;ArteLamp;Италия;PENDANTS;Подвесной светильник ArteLamp PENDANTS A3638SP-1SS;4050;123;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;44;;32;;;;;;;матовое серебро;матовое серебро;;;;;;;;;;;;крепление - скоба, длина цепи 50 - 100 см;ArteLamp;;140
Светильники>>Подвесные;A3855SP-1CC;ArteLamp;Италия;ULYSSES;Подвесной светильник ArteLamp ULYSSES A3855SP-1CC с элементами из хрусталя;4050;32;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;;;;;;;10;;40;;;;;;;хром;;;;;да;;;;;;;;крепление - скоба, длина цепи 80 см;ArteLamp;;140
Светильники>>Подвесные;A3855SP-1GO;ArteLamp;Италия;ULYSSES;Подвесной светильник ArteLamp ULYSSES A3855SP-1GO с элементами из хрусталя;4050;71;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;;;;;;;10;;40;;;;;;;золото;;;;;да;;;;;;;;крепление - скоба, длина цепи 80 см;ArteLamp;;140
Люстры>>Подвесные;A3855SP-5CC;ArteLamp;Италия;ULYSSES;Подвесная люстра ArteLamp ULYSSES A3855SP-5CC с элементами из хрусталя;19845;0;Современный;5;50;GU10;;;;;;;;;;5;250;50 Вт;GU10;;да;;;;;;;25;;40;;;;;;;хром;;;;;да;;;;;;;;крепление - скоба, длина цепи 80 см;ArteLamp;;140
Светильники>>Подвесные;A3950SP-4CC;ArteLamp;Италия;LOUIS;Подвесной светильник ArteLamp LOUIS A3950SP-4CC с элементами из хрусталя;11070;24;Современный;4;40;E14;;;;;;;;;;4;160;40 Вт;E14;;;;;;;;;53;;30;;;;;;;хром;белый;;;;да;;;;;;;;длина цепи 80 см;ArteLamp;;140
Светильники>>Подвесные;A3950SP-4GO;ArteLamp;Италия;LOUIS;Подвесной светильник ArteLamp LOUIS A3950SP-4GO с элементами из хрусталя;11070;46;Современный;4;40;E14;;;;;;;;;;4;160;40 Вт;E14;;;;;;;;;53;;30;;;;;;;золото;желтый;;;;да;;;;;;;;длина цепи 80 см;ArteLamp;;140
Светильники>>Подвесные;A3960SP-4CC;ArteLamp;Италия;LOUIS;Подвесной светильник ArteLamp LOUIS A3960SP-4CC с элементами из хрусталя;12500;40;Современный;4;40;E14;;;;;;;;;;4;160;40 Вт;E14;;;;;;;30;60;;;27;;;;;;;хром;белый;;;;да;;;;;;;;крепление - скоба, длина цепи 80 см;ArteLamp;;140
Настольные лампы;A4610LT-1CC;ArteLamp;Италия;COSY;Настольная лампа ArteLamp COSY A4610LT-1CC;4780;42;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;30;;55;;;;;;;хром;белый;;;;;;;;;;;;;ArteLamp;;140
Подсветки для картин;A5007AP-2AB;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5007AP-2AB;2290;5;Современный;2;25;G9;;;;;;;;;;2;50;25 Вт;G9;;да;;;;;30;21;;;17;;;;;;;античная бронза;античная бронза;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5007AP-2SS;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5007AP-2SS;2290;131;Современный;2;25;G9;;;;;;;;;;2;50;25 Вт;G9;;да;;;;;30;21;;;17;;;;;;;матовое серебро;матовое серебро;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5007AP-4AB;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5007AP-4AB;3240;14;Современный;4;25;G9;;;;;;;;;;4;100;25 Вт;G9;;да;;;;;50;21;;;17;;;;;;;античная бронза;античная бронза;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5007AP-4SS;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5007AP-4SS;3240;166;Современный;4;25;G9;;;;;;;;;;4;100;25 Вт;G9;;да;;;;;50;21;;;17;;;;;;;матовое серебро;матовое серебро;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5009AP-2AB;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5009AP-2AB;2160;0;Современный;2;40;E14;;;;;;;;;;2;80;40 Вт;E14;;;;;;;30;21;;;17;;;;;;;античная бронза;античная бронза;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5009AP-2SS;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5009AP-2SS;2160;154;Современный;2;40;E14;;;;;;;;;;2;80;40 Вт;E14;;;;;;;30;21;;;17;;;;;;;матовое серебро;матовое серебро;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5010AP-2AB;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5010AP-2AB;5400;99;Современный;2;40;E14;;;;;;;;;;2;80;40 Вт;E14;;;;;;;31;23;;;16;;;;;;выключатель на корпусе;античная бронза;античная бронза;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5010AP-2SS;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5010AP-2SS;5400;127;Современный;2;40;E14;;;;;;;;;;2;80;40 Вт;E14;;;;;;;31;23;;;16;;;;;;выключатель на корпусе;матовое серебро;матовое серебро;;;;;;;;;;да;;;ArteLamp;;140
Светильники>>Подвесные;A5011SP-1CC;ArteLamp;Италия;CUCINA;Подвесной светильник ArteLamp CUCINA A5011SP-1CC;3640;20;Современный;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;37;;32;;;;;;;хром;белый;;;;;;;;;;;;длина цепи 90 см;ArteLamp;;140
Подсветки для картин;A5023AP-1AB;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5023AP-1AB;1350;363;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;;22;25;;;19;;;;;;;античная бронза;античная бронза;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5023AP-1CC;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5023AP-1CC;1350;473;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;;22;25;;;19;;;;;;;хром;хром;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5023AP-1SS;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5023AP-1SS;1350;612;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;;22;25;;;19;;;;;;;матовое серебро;матовое серебро;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5023AP-1WG;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5023AP-1WG;1350;644;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;;22;25;;;19;;;;;;;бело-золотой;бело-золотой;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5023AP-2AB;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5023AP-2AB;1680;78;Современный;2;40;E14;;;;;;;;;;2;80;40 Вт;E14;;;;;;;35;22;;;19;;;;;;;античная бронза;античная бронза;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5023AP-2CC;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5023AP-2CC;1680;130;Современный;2;40;E14;;;;;;;;;;2;80;40 Вт;E14;;;;;;;35;22;;;19;;;;;;;хром;хром;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5023AP-2SS;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5023AP-2SS;1680;278;Современный;2;40;E14;;;;;;;;;;2;80;40 Вт;E14;;;;;;;35;22;;;19;;;;;;;матовое серебро;матовое серебро;;;;;;;;;;да;;;ArteLamp;;140
Подсветки для картин;A5023AP-2WG;ArteLamp;Италия;PICTURE LIGHTS;Подсветка картин ArteLamp PICTURE LIGHTS A5023AP-2WG;1680;299;Современный;2;40;E14;;;;;;;;;;2;80;40 Вт;E14;;;;;;;35;22;;;19;;;;;;;бело-золотой;бело-золотой;;;;;;;;;;да;;;ArteLamp;;140
Светильники>>Подвесные;A5088SP-1CC;ArteLamp;Италия;ATOM;Подвесной светильник ArteLamp ATOM A5088SP-1CC;3370;138;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;;;;23;;37;;;;;;;хром;белый;;;;;;;;;;;;длина цепи 70 см;ArteLamp;;140
Уличные светильники>>Встраиваемые;A5107IN-1GY;ArteLamp;Италия;INSTALL;Встраиваемый уличный светодиодный светильник ArteLamp INSTALL A5107IN-1GY;1350;41;Современный;1;1,4;LED;230;;;;;;;;;1;1,4;1,4 Вт;LED;230;да;IP23;;;;13;13;;;;;;7;12;;;алюминий, серый;;;;;;;;;да;;;;;ArteLamp;;140
Уличные светильники>>Встраиваемые;A5108IN-1GY;ArteLamp;Италия;INSTALL;Встраиваемый уличный светодиодный светильник ArteLamp INSTALL A5108IN-1GY;1350;47;Современный;1;1,4;LED;230;;;;;;;;;1;1,4;1,4 Вт;LED;230;да;IP23;;;;;;13;;;;;7;12;;;алюминий, серый;;;;;;;;;да;;;;;ArteLamp;;140
Настольные лампы;A5125LT-1AB;ArteLamp;Италия;SCANDY;Настольная лампа ArteLamp SCANDY A5125LT-1AB;2390;0;Современный;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;25;;54;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A5133AP-1BR;ArteLamp;Италия;IRENE;Бра ArteLamp IRENE A5133AP-1BR;1210;0;Классика;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;;;15;;18;33;;;;;;;коричневый;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A5133LM-5BR;ArteLamp;Италия;IRENE;Подвесная люстра ArteLamp IRENE A5133LM-5BR;4990;0;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;;;;;56;;37;;;;;;раздельное включение рожков;коричневый;белый;;;;;;;;;;;;длина цепи 55 см;ArteLamp;;140
Люстры>>Подвесные;A5133LM-8BR;ArteLamp;Италия;IRENE;Подвесная люстра ArteLamp IRENE A5133LM-8BR;7830;67;Классика;8;40;E14;;;;;;;;;;8;320;40 Вт;E14;;;;;;;;;80;;42;;;;;;раздельное включение рожков;коричневый;белый;;;;;;;;;;;;длина цепи 55 см;ArteLamp;;140
Люстры>>Потолочные;A5133PL-3BR;ArteLamp;Италия;IRENE;Потолочная люстра ArteLamp IRENE A5133PL-3BR;3510;0;Классика;3;40;E14;;;;;;;;;;3;120;40 Вт;E14;;;;;;;;;46;;41;;;;;;;коричневый;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A5133PL-5BR;ArteLamp;Италия;IRENE;Потолочная люстра ArteLamp IRENE A5133PL-5BR;4590;0;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;;;;;56;;41;;;;;;раздельное включение рожков;коричневый;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Встраиваемые;A5158IN-1GY;ArteLamp;Италия;INSTALL;Встраиваемый уличный светильник ArteLamp INSTALL A5158IN-1GY;800;37;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;;;12;26;;;;;;8;;;;алюминий, серый;;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A5175LM-3AB;ArteLamp;Италия;WATERFALL;Подвесная люстра ArteLamp WATERFALL A5175LM-3AB с элементами из хрусталя;7960;40;Классика;3;60;E14;;;;;;;;;;3;180;60 Вт;E14;;;;;;;;;42;;43;;;;;;;античная бронза;;;;;да;;;;;;;;крепление - скоба, длина цепи 50 см;ArteLamp;;140
Люстры>>Подвесные;A5175LM-5AB;ArteLamp;Италия;WATERFALL;Подвесная люстра ArteLamp WATERFALL A5175LM-5AB с элементами из хрусталя;17410;29;Классика;5;60;E14;;;;;;;;;;5;300;60 Вт;E14;;;;;;;;;53;;45;;;;;;;античная бронза;;;;;да;;;;;;;;крепление - скоба, длина цепи 50 см;ArteLamp;;140
Люстры>>Подвесные;A5175SP-13CC;ArteLamp;Италия;WATERFALL;Подвесная люстра ArteLamp WATERFALL A5175SP-13CC с элементами из хрусталя;52650;2;Классика;13;40;E14;;;;;;;;;;13;520;40 Вт;E14;;;;;;;;;60;;110;;;;;;;хром;;;;;да;;;;;;;;крепление - скоба, длина цепи 50 см;ArteLamp;;140
Люстры>>Подвесные;A5175SP-13GO;ArteLamp;Италия;WATERFALL;Подвесная люстра ArteLamp WATERFALL A5175SP-13GO с элементами из хрусталя;52610;7;Классика;13;40;E14;;;;;;;;;;13;520;40 Вт;E14;;;;;;;;;60;;110;;;;;;;золото;;;;;да;;;;;;;;крепление - скоба, длина цепи 50 см;ArteLamp;;140
Светильники>>Подвесные;A5175SP-1AB;ArteLamp;Италия;WATERFALL;Подвесной светильник ArteLamp WATERFALL A5175SP-1AB с элементами из хрусталя;5330;74;Классика;1;60;E14;;;;;;;;;;1;60;60 Вт;E14;;;;;;;;;24;;35;;;;;;;античная бронза;;;;;да;;;;;;;;крепление - скоба, длина цепи 50 см;ArteLamp;;140
Светильники>>Подвесные;A5175SP-1CC;ArteLamp;Италия;WATERFALL;Подвесной светильник ArteLamp WATERFALL A5175SP-1CC с элементами из хрусталя;3910;61;Классика;1;60;E14;;;;;;;;;;1;60;60 Вт;E14;;;;;;;;;24;;35;;;;;;;хром;;;;;да;;;;;;;;крепление - скоба, длина цепи 50 см;ArteLamp;;140
Светильники>>Подвесные;A5175SP-1GO;ArteLamp;Италия;WATERFALL;Подвесной светильник ArteLamp WATERFALL A5175SP-1GO с элементами из хрусталя;5330;82;Классика;1;60;E14;;;;;;;;;;1;60;60 Вт;E14;;;;;;;;;24;;35;;;;;;;золото;;;;;да;;;;;;;;крепление - скоба, длина цепи 50 см;ArteLamp;;140
Светильники>>Встраиваемые;A5204PL-1CC;ArteLamp;Италия;BRILLIANTS;Встраиваемый хрустальный светильник ArteLamp BRILLIANTS A5204PL-1CC;990;17;Классика;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP20;;;;;;10;;;;;11;6,8;;;алюминий, серый;прозрачный;;;;да;;;;;да;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5205PL-1CC;ArteLamp;Италия;BRILLIANTS;Встраиваемый хрустальный светильник ArteLamp BRILLIANTS A5205PL-1CC;920;88;Классика;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP20;;;;;;9,5;;;;;11;6,8;;;алюминий, серый;прозрачный;;;;да;;;;;да;;;;ArteLamp;;140
Светильники>>Подвесные;A5518SP-1RI;ArteLamp;Италия;FISHERMAN;Подвесной светильник ArteLamp FISHERMAN A5518SP-1RI;2070;49;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;18;;23;;;;;;;старое железо;прозрачный;;;;;;;;;;;;длина цепи 97 см;ArteLamp;;140
Светильники>>Подвесные;A5530SP-1RI;ArteLamp;Италия;FISHERMAN;Подвесной светильник ArteLamp FISHERMAN A5530SP-1RI;3410;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;;;;;;;32;;31;;;;;;;старое железо;прозрачный;;;;;;;;;;;;длина цепи 54 см;ArteLamp;;140
Светильники>>Встраиваемые;A5904PL-1CC;ArteLamp;Италия;TECHNIKA;Встраиваемый хрустальный светодиодный светильник ArteLamp TECHNIKA A5904PL-1CC;540;349;Современный;1;1;LED;230;;;;;;;;;1;1;1 Вт;LED;230;да;IP23;;;;;;4,2;;;;;6,5;3;;;хром;прозрачный;;;;да;;;;да;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5930PL-1WH;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A5930PL-1WH;890;425;Современный;1;50;G5,3;230;;;;;;;;;1;50;50 Вт;G5,3;230;да;IP20;;;;14,5;14,5;;;;;;12;12,5x12,5;;;сталь, белый;;;;;;;;;;да;да;;;ArteLamp;;140
Светильники>>Встраиваемые;A5930PL-2WH;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A5930PL-2WH;1730;249;Современный;2;50;G5,3;230;;;;;;;;;2;100;50 Вт;G5,3;230;да;IP20;;;;25;14,5;;;;;;12;;;;сталь, белый;;;;;;;;;;да;да;;;ArteLamp;;140
Светильники>>Встраиваемые;A5930PL-3WH;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A5930PL-3WH;2410;285;Современный;3;50;G5,3;230;;;;;;;;;3;150;50 Вт;G5,3;230;да;IP20;;;;35,5;14,5;;;;;;12;;;;сталь, белый;;;;;;;;;;да;да;;;ArteLamp;;140
Уличные светильники>>Встраиваемые;A6013IN-1SS;ArteLamp;Италия;INSTALL;Встраиваемый уличный светильник ArteLamp INSTALL A6013IN-1SS;3100;85;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP65;;;;;;17;;;;;20;16;;;матовое серебро;;;;;;;;;;;;;максимальная нагрузка 300 кг;ArteLamp;;140
Светильники>>Потолочные;A6130PL-2BK;ArteLamp;Италия;SULTAN;Потолочный светильник ArteLamp SULTAN A6130PL-2BK;2330;77;Классика;2;40;E27;;;;;;;;;;2;80;40 Вт;E27;;;;;;;;;30;;10;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Подвесные;A6140SP-3BK;ArteLamp;Италия;SULTAN;Подвесной светильник ArteLamp SULTAN A6140SP-3BK;3640;71;Классика;3;40;E27;;;;;;;;;;3;120;40 Вт;E27;;;;;;;;;40;;10;;;;;;;черный;белый;;;;;;;;;;;;крепление - скоба, длина цепи 80 см;ArteLamp;;140
Светильники>>Подвесные;A6461SP-1BK;ArteLamp;Италия;LATTE;Подвесной светильник ArteLamp LATTE A6461SP-1BK;2700;134;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;15;25;;;25;;;;;;;черный;черный, белый;;;;;;;;;;;;крепление - скоба, длина цепи 100 см;ArteLamp;;140
Светильники>>Подвесные;A6461SP-2BK;ArteLamp;Италия;LATTE;Подвесной светильник ArteLamp LATTE A6461SP-2BK;5570;102;Современный;2;60;E27;;;;;;;;;;2;120;60 Вт;E27;;;;;;;15;64;;;25;;;;;;;черный;черный, белый;;;;;;;;;;;;крепление - скоба, длина цепи 100 см;ArteLamp;;140
Светильники>>Подвесные;A6503SP-4AB;ArteLamp;Италия;RIMINI;Подвесной светильник ArteLamp RIMINI A6503SP-4AB;19570;23;Классика;4;60;E14;;;;;;;;;;4;240;60 Вт;E14;;;;;;;;;32;;60;;;;;;;античная бронза;прозрачный;;;;;;;;;;;;"крепление ""под крюк"", длина цепи 60 см";ArteLamp;;140
Светильники>>Подвесные;A6503SP-4CC;ArteLamp;Италия;RIMINI;Подвесной светильник ArteLamp RIMINI A6503SP-4CC;19580;21;Классика;4;60;E14;;;;;;;;;;4;240;60 Вт;E14;;;;;;;;;32;;60;;;;;;;хром;прозрачный;;;;;;;;;;;;"крепление ""под крюк"", длина цепи 60 см";ArteLamp;;140
Светильники>>Потолочные;A6532PL-3AB;ArteLamp;Италия;RONDO;Потолочный светильник ArteLamp RONDO A6532PL-3AB;3920;39;Классика;3;40;E14;;;;;;;;;;3;120;40 Вт;E14;;;;;;;;;33;;22;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Подвесные;A6532SP-1AB;ArteLamp;Италия;RONDO;Подвесной светильник ArteLamp RONDO A6532SP-1AB;2550;35;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;33;;22;;;;;;;античная бронза;белый;;;;;;;;;;;;крепление - скоба, длина цепи 51 см;ArteLamp;;140
Светильники>>Подвесные;A6540SP-1WH;ArteLamp;Италия;CUCINA;Подвесной светильник ArteLamp CUCINA A6540SP-1WH;2970;188;Современный;1;15;E27 CFL;;;;;;;;;;1;15;15 Вт;E27 CFL;;да;;;;;;;40;;20;;;;;;;белый;серый;;;;;;;;;;;;длина цепи 108 см;ArteLamp;;140
Светильники>>Подвесные;A6541SP-1WH;ArteLamp;Италия;CUCINA;Подвесной светильник ArteLamp CUCINA A6541SP-1WH;2970;99;Современный;1;15;E27 CFL;;;;;;;;;;1;15;15 Вт;E27 CFL;;да;;;;;;;40;;20;;;;;;;белый;красный;;;;;;;;;;;;длина цепи 108 см;ArteLamp;;140
Светильники>>Настенные;A7003AP-1SS;ArteLamp;Италия;INTERIOR;Настенный светодиодный светильник ArteLamp INTERIOR A7003AP-1SS;1480;84;Современный;1;3;LED;;;;;;;;;;1;3;3 Вт;LED;;да;;;;;6;6;;34;;;;;;;выключатель на корпусе;матовое серебро;матовое серебро;;;;;;;;да;;;;;ArteLamp;;140
Светильники>>Настенные;A7003AP-2SS;ArteLamp;Италия;INTERIOR;Настенный светодиодный светильник ArteLamp INTERIOR A7003AP-2SS;1890;131;Современный;2;3;LED;;;;;;;;;;2;6;3 Вт;LED;;да;;;;;8;14;;50;;;;;;;выключатель на корпусе;матовое серебро;матовое серебро;;;;;;;;да;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A7036PL-1WH;ArteLamp;Италия;BRILLIANT;Встраиваемый светильник ArteLamp BRILLIANT A7036PL-1WH;550;0;Классика;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP23;;;;;;9,5;;;;;11;6,8;;;белый, синий;;;;;;;;;;да;;;;ArteLamp;;140
Светильники>>Встраиваемые;A7105PL-1WH;ArteLamp;Италия;TECHNIKA;Встраиваемый светодиодный светильник ArteLamp TECHNIKA A7105PL-1WH;2830;78;Современный;1;5;LED;230;;;;;;;;;1;5;5 Вт;LED;230;да;IP23;;;;;;12,5;;;;;8;10,5;;;белый;;;;;;;;;да;да;;;;ArteLamp;;140
Уличные светильники>>Встраиваемые;A7109IN-1SS;ArteLamp;Италия;INSTALL;Встраиваемый уличный светодиодный светильник ArteLamp INSTALL A7109IN-1SS;1480;346;Современный;1;1,5;LED;230;;;;;;;;;1;1,5;1,5 Вт;LED;230;да;IP54;;;;10,5;10,5;;;;;;6;9,5х9,5;;;матовое серебро;;;;;;;;;да;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A7110PL-1WH;ArteLamp;Италия;TECHNIKA;Встраиваемый светодиодный светильник ArteLamp TECHNIKA A7110PL-1WH;3390;228;Современный;1;10;LED;230;;;;;;;;;1;10;10 Вт;LED;230;да;IP23;;;;;;16;;;;;8;11;;;белый;;;;;;;;;да;да;;;;ArteLamp;;140
Уличные светильники>>Встраиваемые;A7116IN-1WH;ArteLamp;Италия;INSTALL;Встраиваемый уличный светодиодный светильник ArteLamp INSTALL A7116IN-1WH;3080;89;Современный;1;2,5;LED;230;;;;;;;;;1;2,5;2,5 Вт;LED;230;да;IP67;;;;10;20;;;;;;7,5;;;;белый;;;;;;;;;да;;;;максимальная нагрузка 100 кг;ArteLamp;;140
Уличные светильники>>Встраиваемые;A7120IN-1GY;ArteLamp;Италия;INSTALL;Встраиваемый уличный светодиодный светильник ArteLamp INSTALL A7120IN-1GY;2170;245;Современный;1;3;LED;230;;;;;;;;;1;3;3 Вт;LED;230;да;IP23;;;;13;9;;;;;;6,1;;;;серый;;;;;;;;;да;;;;;ArteLamp;;140
Уличные светильники>>Встраиваемые;A7120IN-1WH;ArteLamp;Италия;INSTALL;Встраиваемый уличный светодиодный светильник ArteLamp INSTALL A7120IN-1WH;2170;542;Современный;1;3;LED;230;;;;;;;;;1;3;3 Вт;LED;230;да;IP23;;;;13;9;;;;;;;;;;белый;;;;;;;;;да;;;;;ArteLamp;;140
Светильники>>Потолочные;A7156PL-3BK;ArteLamp;Италия;SULTAN;Потолочный светильник ArteLamp SULTAN A7156PL-3BK;5260;82;Классика;3;40;E27;;;;;;;;;;3;120;40 Вт;E27;;;;;;;;;40;;15;;;;;;;;черный, белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Потолочные;A7156PL-3WH;ArteLamp;Италия;SULTAN;Потолочный светильник ArteLamp SULTAN A7156PL-3WH;5260;150;Классика;3;40;E27;;;;;;;;;;3;120;40 Вт;E27;;;;;;;;;40;;15;;;;;;;;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A7820AL-1AB;ArteLamp;Италия;LANTERNS;Настенный уличный светильник ArteLamp LANTERNS A7820AL-1AB;7960;16;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;;;;25;;18;44;;;;;;;античная бронза;прозрачный;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A7823AL-1AB;ArteLamp;Италия;LANTERNS;Настенный уличный светильник ArteLamp LANTERNS A7823AL-1AB;5480;180;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP23;;;;;27;;22;40;;;;;;;античная бронза;прозрачный;;;;;;;;;;;;;ArteLamp;;140
