Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол-во ламп_1;Макс.мощность_1;Тип цоколя_1;Напряжение_1;Кол-во ламп_2;Макс.мощность_2;Тип цоколя_2;Напряжение_2;Кол-во ламп_3;Макс.мощность_3;Тип цоколя_3;Напряжение_3;Количество лампочек (цоколей)_вычисляемое;Общая мощность_вычисляемая;Максимальная мощность 1-ой лампочки_собираемая;Тип цоколя_собираемый;Напряжение_собираемое;Наличие лампочек в комплекте;Степень пыле-влагозащиты (IP);Класс защиты от эл. тока;Вес брутто(кг);Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона/абажура;Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Светильники>>Подвесные;A3255SP-1PB;ArteLamp;Италия;NAUTILUS;Подвесной светильник ArteLamp NAUTILUS A3255SP-1PB;14710;17;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;6,4;0,2274;;;55;;108;;;;;;;полированная медь;белый;;;;;;;;;;;;Длина цепи - 60 см.;ArteLamp;;140
Светильники>>Подвесные;A3237SP-1PB;ArteLamp;Италия;NAUTILUS;Подвесной светильник ArteLamp NAUTILUS A3237SP-1PB;5800;33;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;3,2;0,049;;;37;;100;;;;;;;полированная медь;белый;;;;;;;;;;;;Длина цепи - 60 см.;ArteLamp;;140
Бра настенные;A3853AP-1AB;ArteLamp;Италия;SALZBURG;Бра ArteLamp SALZBURG A3853AP-1AB;2100;81;Классика;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;;;;0,016;;28;;12;29;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A3853AP-2AB;ArteLamp;Италия;SALZBURG;Бра ArteLamp SALZBURG A3853AP-2AB;3520;54;Классика;2;60;E14;;;;;;;;;;2;120;60 Вт;E14;;;;;;0,0209;;23;;42;29;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A3853LM-5AB;ArteLamp;Италия;SALZBURG;Подвесная люстра ArteLamp SALZBURG A3853LM-5AB;12360;70;Классика;5;60;E14;;;;;;;;;;5;300;60 Вт;E14;;;;;;0,0785;;;58;;142;;;;;;;античная бронза;белый;;;;;;;;;;;;Длина цепи - 100 см.;ArteLamp;;140
Люстры>>Подвесные;A3853LM-8AB;ArteLamp;Италия;SALZBURG;Подвесная люстра ArteLamp SALZBURG A3853LM-8AB;15530;14;Классика;8;60;E14;230;;;;;;;;;8;480;60 Вт;E14;230;;;;;0,1617;;;80;;142;;;;;;;античная бронза;белый;;;;;;;;;;;;Длина цепи - 100 см.;ArteLamp;;140
Люстры>>Потолочные;A3853PL-5AB;ArteLamp;Италия;SALZBURG;Потолочная люстра ArteLamp SALZBURG A3853PL-5AB;8360;22;Классика;5;60;E14;230;;;;;;;;;5;300;60 Вт;E14;230;;;;;0,05;;;58;;33;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A2100LM-3AB;ArteLamp;Италия;VENICE;Подвесная люстра ArteLamp VENICE A2100LM-3AB;11340;43;Классика;3;60;E14;;;;;;;;;;3;180;60 Вт;E14;;;;;8,3;0,0446;60;17;;;73;;;;;;;античная бронза;желтый;;;;;;;;;;;;стекло ручной работы, длина цепи - 40 см.;ArteLamp;;140
Люстры>>Подвесные;A2106LM-5AB;ArteLamp;Италия;VENICE;Подвесная люстра ArteLamp VENICE A2106LM-5AB;16600;97;Классика;5;60;G9;;;;;;;;;;5;200;40 Вт;G9;;да;;;11,8;0,0499;;;62;;78;;;;;;;античная бронза;желтый;;;;;;да;;;;;;стекло ручной работы, длина цепи - 40 см.;ArteLamp;;140
Люстры>>Потолочные;A2201PL-6AB;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2201PL-6AB;11990;25;Классика;6;40;E14;;;;;;;;;;6;360;60 Вт;E14;;;;;6,5;0,0272;;;57;;21;;;;;;;античная бронза;желтый;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Люстры>>Подвесные;A2106SP-1AB;ArteLamp;Италия;VENICE;Подвесная люстра ArteLamp VENICE A2106SP-1AB;3370;106;Классика;1;60;E14;;;;;;;;;;1;60;60 Вт;E14;;;;;1,4;0,0119;;;17;;59;;;;;;;античная бронза;желтый;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Люстры>>Потолочные;A2203PL-3AB;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2203PL-3AB;8870;99;Классика;3;60;E14;;;;;;;;;;3;180;60 Вт;E14;;;;;6,3;0,0429;;;28;;26;;;;;;;античная бронза;желтый;;;;;;;;;;;;стекло ручной работы, длина цепи - 40 см.;ArteLamp;;140
Люстры>>Потолочные;A2101PL-4AB;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2101PL-4AB;11920;128;Классика;4;60;E14;;;;;;;;;;4;240;60 Вт;E14;;;;;8,6;0,0499;;;38;;24;;;;;;;античная бронза;желтый;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Бра настенные;A2106AP-1AB;ArteLamp;Италия;VENICE;Бра ArteLamp VENICE A2106AP-1AB;2840;145;Классика;1;60;E14;;;;;;;;;;1;60;60 Вт;E14;;;;;1,3;0,0156;;17;;26;28;;;;;;;античная бронза;желтый;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Светильники>>Подвесные;A2206SP-1AB;ArteLamp;Италия;VENICE;Подвесной светильник ArteLamp VENICE A2206SP-1AB;7650;197;Классика;1;60;E14;;;;;;;;;;1;60;60 Вт;E14;;;;;8;0,0674;;;28;;88;;;;;;;античная бронза;желтый;;;;;;;;;;;;стекло ручной работы, длина цепи - 40 см.;ArteLamp;;140
Люстры>>Потолочные;A2204PL-4AB;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2204PL-4AB;10690;125;Классика;4;60;E14;;;;;;;;;;4;240;60 Вт;E14;;;;;6,7;0,0462;;;35;;16;;;;;;;античная бронза;желтый;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Люстры>>Потолочные;A2201PL-6SS;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2201PL-6SS;13140;56;Классика;6;40;G9;;;;;;;;;;6;240;40 Вт;G9;;да;;;6,5;0,0272;;;57;;21;;;;;;;матовое серебро;голубой;;;;;;да;;;;;;стекло ручной работы;ArteLamp;;140
Люстры>>Потолочные;A2203PL-3SS;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2203PL-3SS;8850;13;Классика;3;60;E14;;;;;;;;;;3;180;60 Вт;E14;;;;;6,3;0,0429;;;28;;26;;;;;;;матовое серебро;голубой;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Люстры>>Потолочные;A2101PL-4SS;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2101PL-4SS;12230;103;Классика;4;60;E14;;;;;;;;;;4;240;60 Вт;E14;;;;;8,6;0,0499;;;38;;24;;;;;;;матовое серебро;голубой;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Бра настенные;A2106AP-1SS;ArteLamp;Италия;VENICE;Бра ArteLamp VENICE A2106AP-1SS;2940;1;Классика;1;60;E14;;;;;;;;;;1;60;60 Вт;E14;;;;;1,3;0,0156;;17;;26;28;;;;;;;матовое серебро;голубой;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Люстры>>Потолочные;A2204PL-4SS;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2204PL-4SS;11634;0;Классика;4;60;E14;;;;;;;;;;4;240;60 Вт;E14;;;;;6,7;0,0462;;;35;;16;;;;;;;матовое серебро;голубой;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Люстры>>Потолочные;A2200PL-6SS;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2200PL-6SS;11990;54;Классика;6;40;G9;;;;;;;;;;6;240;40 Вт;G9;;да;;;2,4;0,0272;;;57;;21;;;;;;;матовое серебро;;;;;;;да;;;;;;стекло ручной работы;ArteLamp;;140
Люстры>>Потолочные;A2202PL-3SS;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2202PL-3SS;8870;11;Классика;3;60;E14;;;;;;;;;;3;180;60 Вт;E14;;;;;6,3;0,0429;;;28;;26;;;;;;;матовое серебро;;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Светильники>>Подвесные;A2207SP-1SS;ArteLamp;Италия;VENICE;Подвесной светильник ArteLamp VENICE A2207SP-1SS;7650;14;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;;;8;0,0674;;;28;;88;;;;;;;матовое серебро;;;;;;;;;;;;;стекло ручной работы, длина цепи - 40 см.;ArteLamp;;140
Люстры>>Потолочные;A2205PL-4SS;ArteLamp;Италия;VENICE;Потолочная люстра ArteLamp VENICE A2205PL-4SS;9070;50;Классика;4;60;E14;;;;;;;;;;4;240;60 Вт;E14;;;;;6,7;0,0462;;;35;;16;;;;;;;матовое серебро;;;;;;;;;;;;;стекло ручной работы;ArteLamp;;140
Люстры>>Подвесные;A3460LM-5AB;ArteLamp;Италия;DYNASTY;Подвесная люстра ArteLamp DYNASTY A3460LM-5AB;10370;98;Классика;5;60;E27;;;;;;;;;;5;300;60 Вт;E27;;;;;5;0,0773;;;62;;105;;;;;;;античная бронза;белый;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 60 см.;ArteLamp;;140
Люстры>>Подвесные;A3460LM-3AB;ArteLamp;Италия;DYNASTY;Подвесная люстра ArteLamp DYNASTY A3460LM-3AB;7220;41;Классика;3;60;E27;;;;;;;;;;3;180;60 Вт;E27;;;;;3,9;0,0626;;;62;;105;;;;;;;античная бронза;белый;;;;;;;;;;;; Длина цепи - 60 см.;ArteLamp;;140
Бра настенные;A3460AP-1AB;ArteLamp;Италия;DYNASTY;Бра ArteLamp DYNASTY A3460AP-1AB;1950;83;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;1,1;0,0157;;20;;24;27;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A2008AP-1BZ;ArteLamp;Италия;ALLEGRO;Бра ArteLamp ALLEGRO A2008AP-1BZ;1980;8;Классика;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;;;;0,0131;;16;;26;36;;;;;;;бронза;бронза;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A2008AP-2BZ;ArteLamp;Италия;ALLEGRO;Бра ArteLamp ALLEGRO A2008AP-2BZ;3310;24;Классика;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;;;;0,0212;;24;;40;35;;;;;;;бронза;бронза;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A2008LM-6BZ;ArteLamp;Италия;ALLEGRO;Подвесная люстра ArteLamp ALLEGRO A2008LM-6BZ;10260;12;Классика;6;40;E14;230;;;;;;;;;6;240;40 Вт;E14;230;;;;;0,1092;;;78;;115;;;;;;;бронза;бронза;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 55 см.;ArteLamp;;140
Люстры>>Подвесные;A2008LM-8BZ;ArteLamp;Италия;ALLEGRO;Подвесная люстра ArteLamp ALLEGRO A2008LM-8BZ;13046;22;Классика;8;40;E14;230;;;;;;;;;8;480;40 Вт;E14;230;;;;;0,2048;;;87;;122;;;;;;;бронза;бронза;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 55 см.;ArteLamp;;140
Настольные лампы;A2008LT-1BZ;ArteLamp;Италия;ALLEGRO;Настольная лампа ArteLamp ALLEGRO A2008LT-1BZ;2795;0;Классика;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;;;;0,0113;;;;;34;;;;;16;;бронза;бронза;;;;;;;;;;;;;ArteLamp;;140
Торшеры напольные;A2008PN-1BZ;ArteLamp;Италия;ALLEGRO;Торшер ArteLamp ALLEGRO A2008PN-1BZ;4250;21;Классика;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;;;;0,0456;;;;;150;;;;;36;;бронза;бронза;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A2008SP-6BZ;ArteLamp;Италия;ALLEGRO;Подвесная люстра ArteLamp ALLEGRO A2008SP-6BZ;7960;26;Классика;6;40;E14;230;;;;;;;;;6;240;40 Вт;E14;230;;;;;0,065;;;51;;111;;;;;;;бронза;бронза;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 55 см.;ArteLamp;;140
Бра настенные;A3007AP-2BZ;ArteLamp;Италия;NEAPOLITAN;Бра ArteLamp NEAPOLITAN A3007AP-2BZ;4450;59;Классика;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;;;;0,0192;;45;;30;40;;;;;;;бронза;желтый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A3007LM-12BZ;ArteLamp;Италия;NEAPOLITAN;Подвесная люстра ArteLamp NEAPOLITAN A3007LM-12BZ;15780;28;Классика;12;40;E14;230;;;;;;;;;12;480;40 Вт;E14;230;;;;;0,219;;;90;;128;;;;;;;бронза;желтый;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 55 см.;ArteLamp;;140
Люстры>>Подвесные;A3007LM-5BZ;ArteLamp;Италия;NEAPOLITAN;Подвесная люстра ArteLamp NEAPOLITAN A3007LM-5BZ;9430;32;Классика;5;40;E14;230;;;;;;;;;5;200;40 Вт;E14;230;;;;;0,0982;;;65;;117;;;;;;;бронза;желтый;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 55 см.;ArteLamp;;140
Люстры>>Подвесные;A4021LM-8GO;ArteLamp;Италия;WHITE HALL;Подвесная люстра ArteLamp WHITE HALL A4021LM-8GO;9990;107;Классика;8;40;E14;;;;;;;;;;8;320;40 Вт;E14;;;;;5,6;0,1205;;;88;;112;;;;;;;золото;белый;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 60 см.;ArteLamp;;140
Бра настенные;A4021AP-1GO;ArteLamp;Италия;WHITE HALL;Бра ArteLamp WHITE HALL A4021AP-1GO;1720;59;Классика;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;0,9;0,0121;;24;;20;27;;;;;;;золото;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A4021LM-5GO;ArteLamp;Италия;WHITE HALL;Подвесная люстра ArteLamp WHITE HALL A4021LM-5GO;7120;148;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;3,6;0,059;;;66;;105;;;;;;;золото;белый;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 60 см.;ArteLamp;;140
Бра настенные;A4011AP-1CC;ArteLamp;Италия;TURANDOT;Бра ArteLamp TURANDOT A4011AP-1CC;1540;0;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;;;;0,0116;;24;;20;27;;;;;;;хром;черный;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A4011LM-5CC;ArteLamp;Италия;TURANDOT;Подвесная люстра ArteLamp TURANDOT A4011LM-5CC;6720;98;Современный;5;40;E14;230;;;;;;;;;5;200;40 Вт;E14;230;;;;;0,059;;;66;;104;;;;;;;хром;черный;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 55 см.;ArteLamp;;140
Люстры>>Подвесные;A4011LM-8CC;ArteLamp;Италия;TURANDOT;Подвесная люстра ArteLamp TURANDOT A4011LM-8CC;11340;35;Современный;8;40;E14;;;;;;;;;;8;320;40 Вт;E14;230;;;;;0,1205;;;88;;110;;;;;;;хром;черный;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 55 см.;ArteLamp;;140
Бра настенные;A9521AP-1AB;ArteLamp;Италия;DOMAIN;Бра ArteLamp DOMAIN A9521AP-1AB;2560;369;Классика;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;0,85;0,0114;;13;;23;27;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A9521AP-2AB;ArteLamp;Италия;DOMAIN;Бра ArteLamp DOMAIN A9521AP-2AB;3370;66;Классика;2;40;E14;;;;;;;;;;2;80;40 Вт;E14;;;;;1,33;0,021;;37;;20;26;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A9521LM-3AB;ArteLamp;Италия;DOMAIN;Подвесная люстра ArteLamp DOMAIN A9521LM-3AB;6760;1;Классика;3;40;E14;;;;;;;;;;3;120;40 Вт;E14;;;;;1,55;0,0864;;;51;;89;;;;;;;античная бронза;белый;;;;;;;;;;;;Длина цепи - 49 см.;ArteLamp;;140
Люстры>>Подвесные;A9521LM-5AB;ArteLamp;Италия;DOMAIN;Подвесная люстра ArteLamp DOMAIN A9521LM-5AB;9310;268;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;4;0,1274;;;51;;89;;;;;;;античная бронза;белый;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 49 см.;ArteLamp;;140
Люстры>>Подвесные;A9521LM-8AB;ArteLamp;Италия;DOMAIN;Подвесная люстра ArteLamp DOMAIN A9521LM-8AB;14710;188;Классика;8;40;E14;;;;;;;;;;8;320;40 Вт;E14;;;;;6,2;0,2863;;;76;;99;;;;;;;античная бронза;белый;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 49 см.;ArteLamp;;140
Люстры>>Подвесные;A3579SP-3AB;ArteLamp;Италия;ALICE;Подвесная люстра ArteLamp ALICE A3579SP-3AB;7690;26;Классика;3;40;E14;;;;;;;;;;3;120;40 Вт;E14;;;;;2,96;0,0852;;;45;;132;;;;;;;античная бронза;кремовый;;;;;;;;;;;;Длина цепи - 100 см.;ArteLamp;;140
Люстры>>Подвесные;A3579LM-3AB;ArteLamp;Италия;ALICE;Подвесная люстра ArteLamp ALICE A3579LM-3AB;8370;12;Классика;3;40;E14;;;;;;;;;;3;120;40 Вт;E14;;;;;3,32;0,069;;;55;;145;;;;;;;античная бронза;кремовый;;;;;;;;;;;;Длина цепи - 100 см.;ArteLamp;;140
Люстры>>Подвесные;A3579LM-5AB;ArteLamp;Италия;ALICE;Подвесная люстра ArteLamp ALICE A3579LM-5AB;12420;145;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;4,14;0,1064;;;62;;46;;;;;;;античная бронза;кремовый;;;;;;;;;;;;Длина цепи - 100 см.;ArteLamp;;140
Бра настенные;A3579AP-1AB;ArteLamp;Италия;ALICE;Бра ArteLamp ALICE A3579AP-1AB;3100;50;Классика;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;0,315;0,0197;;21;;18;26;;;;;;;античная бронза;кремовый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A9239LM-3BR;ArteLamp;Италия;CAROLINA;Подвесная люстра ArteLamp CAROLINA A9239LM-3BR;3910;83;Классика;3;40;E27;;;;;;;;;;3;120;40 Вт;E27;;;;;3;0,0461;;;65;;110;;;;;;;бронза;белый;;;;;;;;;;;;Длина цепи - 55 см.;ArteLamp;;140
Люстры>>Подвесные;A9239LM-5BR;ArteLamp;Италия;CAROLINA;Подвесная люстра ArteLamp CAROLINA A9239LM-5BR;5260;11;Классика;5;40;E27;;;;;;;;;;5;200;40 Вт;E27;;;;;4,4;0,0703;;;65;;110;;;;;;;бронза;белый;;;;;;;;;;;;Раздельное включение источников света, длина цепи - 55 см.;ArteLamp;;140
